
time,foot
3.429298,Left,
3.429298,Right,
5.533265,Left,
6.195932,Right,
9.012259,Left,
9.625226,Right,
10.28803,Left,
11.51382,Right,
12.19331,Left,
15.95383,Right,

time,foot
0.6179547,Right,
1.38353,Left,
2.014898,Right,
2.65723,Left,
3.42161,Right,
4.037885,Left,
4.797775,Right,
5.420584,Left,
6.08795,Right,
6.658917,Left,
7.287027,Right,
7.963539,Left,
8.617082,Right,
9.258063,Left,
9.823386,Right,
12.99928,Left,
13.59496,Right,
14.1957,Left,
14.84058,Right,
15.55115,Right,
16.14772,Left,
16.66066,Right,
17.41138,Left,
17.91327,Right,
22.34282,Left,
22.7893,Right,
23.2638,Left,
23.65888,Right,
24.00294,Left,
24.42549,Right,
24.729,Left,
25.03651,Right,
25.35321,Left,
25.62766,Right,
25.88308,Left,
26.16812,Right,
26.4464,Left,
26.74722,Right,
27.01463,Left,
27.37951,Right,
27.6462,Left,
27.8874,Right,
28.186,Left,
28.51118,Right,
28.75921,Left,
29.06253,Right,
29.33637,Left,
29.61825,Right,
29.91986,Left,
30.19147,Right,
30.46174,Left,
30.73718,Right,
31.00094,Left,
31.28508,Right,
31.559,Left,
31.79462,Right,
32.09801,Left,
32.36197,Right,
32.58559,Left,
32.85608,Right,
33.16388,Left,
33.63633,Right,
33.89693,Left,
34.15473,Right,
34.47922,Left,
34.71351,Right,
35.05212,Left,
35.2993,Right,
35.60563,Left,
35.83968,Right,
36.16338,Left,
36.47643,Right,
36.75681,Left,
37.01221,Right,
37.33201,Left,
37.57711,Right,
37.8428,Left,
38.09263,Right,
38.37086,Left,
38.62409,Right,
38.92747,Left,
39.17815,Right,
39.5385,Left,
39.78373,Right,
40.07738,Left,
40.34828,Right,
40.60397,Left,
40.8762,Right,
41.16455,Left,
41.4685,Right,
41.72644,Left,
42.00468,Right,
42.24653,Left,
42.40816,Right,
42.64822,Left,
42.95947,Right,
43.19826,Left,
43.47816,Right,
43.74928,Left,
44.0142,Right,
44.28531,Left,
44.6078,Right,
44.94907,Left,
45.23279,Right,
45.56731,Left,
45.83878,Right,
46.2041,Left,
46.43249,Right,
46.73637,Left,
47.03833,Right,
47.27179,Left,
47.55014,Right,
47.84225,Left,
48.08703,Right,
48.40287,Left,
48.66259,Right,
48.94029,Left,
49.18837,Right,

time,foot
0.5717569,Left,
1.180034,Right,
1.764869,Left,
2.347299,Right,
2.966579,Left,
3.487521,Right,
3.991482,Left,
4.474697,Right,
4.993166,Left,
5.769981,Right,
6.280275,Left,
6.795527,Right,
7.290363,Left,
7.828902,Right,
8.368593,Left,
8.803694,Right,
9.295011,Left,
9.760444,Right,
10.33732,Left,
10.80232,Right,
11.32802,Left,
11.72307,Right,
12.25928,Left,
12.80808,Right,
13.31892,Left,
13.82177,Right,
14.36091,Left,
14.87646,Right,
15.46963,Left,
16.16358,Left,
16.75992,Right,
17.3851,Left,
17.9892,Right,
18.59091,Left,
19.13174,Right,
20.3844,Left,
20.98494,Right,
21.56009,Left,
22.12926,Right,
22.74188,Left,
23.30906,Right,
23.85212,Left,
24.46104,Right,
25.11677,Left,
25.7151,Right,
26.25634,Left,
26.85804,Right,
27.41291,Left,
28.08329,Right,
28.66942,Left,
29.23129,Right,
29.83858,Left,
30.4599,Right,
31.09653,Left,
31.58675,Right,
32.19831,Left,
32.71735,Right,
33.2685,Right,
33.62341,Right,
33.90308,Right,
34.07523,Right,
34.27843,Right,
34.50935,Right,
34.74648,Right,
34.92506,Right,
35.19226,Right,
35.39124,Right,
35.5455,Right,
35.68592,Right,
35.86141,Right,
35.9756,Left,
36.12654,Right,
36.21378,Left,
36.29708,Right,
36.36729,Left,
36.43427,Right,
36.50255,Left,
36.62177,Right,
36.69368,Left,
36.78632,Right,
36.86571,Left,
36.97313,Right,
37.00923,Left,
37.1324,Right,
37.21311,Left,
37.33682,Right,
37.36491,Left,
37.51109,Right,
37.56986,Left,
37.67706,Right,
37.71922,Left,
37.88243,Right,
37.94899,Left,
38.14686,Left,
38.14686,Right,
38.25932,Right,
38.3242,Left,
38.45808,Right,
38.53341,Left,
38.64214,Right,
38.72147,Left,
38.82957,Right,
38.90898,Left,
39.02988,Right,
39.10614,Left,
39.21861,Right,
39.29316,Left,
39.39833,Right,
39.47735,Left,
39.61685,Right,
39.68537,Left,
39.79911,Right,
39.86821,Left,
39.97269,Right,
40.07816,Left,
40.20894,Right,
40.28469,Left,
40.43892,Right,
40.47825,Left,
40.61903,Right,
40.69582,Left,
40.79504,Right,
40.87368,Left,
40.97893,Right,
41.04628,Left,
41.19464,Right,
41.27937,Left,
41.39496,Right,
41.46693,Left,
41.61061,Right,
41.6735,Left,
41.78992,Right,
41.8773,Left,
41.98964,Right,
42.06676,Left,

time,foot
0.3801361,Right,
0.4777683,Left,
0.6094208,Right,
0.6800016,Left,
0.7998546,Right,
0.8572657,Left,
0.9547876,Right,
1.167161,Right,
1.306158,Right,
1.435912,Right,
1.548226,Right,
1.686226,Right,
1.83854,Right,
1.918942,Left,
2.013208,Right,
2.094093,Left,
2.215982,Right,
2.272503,Left,
2.389629,Right,
2.451565,Left,
2.578674,Right,
2.60553,Left,
2.78863,Right,
2.812874,Left,
2.95696,Right,
2.988466,Left,
3.129764,Right,
3.188534,Left,
3.347251,Right,
3.377105,Left,
3.50022,Right,
3.553437,Left,
3.705656,Right,
3.771715,Left,
3.895468,Right,
3.97263,Left,
4.080749,Right,
4.157618,Left,
4.279874,Right,
4.342716,Left,
4.46644,Right,
4.554465,Left,
4.647671,Right,
4.734723,Left,
4.825558,Right,
4.922396,Left,
5.026404,Right,
5.09129,Left,
5.217175,Right,
5.30115,Left,
5.425396,Right,
5.506071,Left,
5.61868,Right,
5.673524,Left,
5.796248,Right,
5.887482,Left,
5.974514,Right,
6.037697,Left,
6.137344,Right,
6.228475,Left,
6.317099,Right,
6.410199,Left,
6.509381,Right,
6.572264,Left,
6.689434,Right,
6.750885,Left,
6.86682,Right,
6.930844,Left,
7.055317,Right,
7.121706,Left,
7.241695,Right,
7.305509,Left,
7.455706,Right,
7.492749,Left,
7.623338,Right,
7.719273,Left,
7.915549,Left,
7.915549,Right,
8.026298,Right,
8.063429,Left,
8.186411,Right,
8.263974,Left,
8.378058,Right,
8.45921,Left,
8.578599,Right,
8.659246,Left,
8.810493,Right,
8.889592,Left,
8.99994,Right,
9.080585,Left,
9.194087,Right,
9.25735,Left,
9.372671,Right,
9.445059,Left,
9.583306,Right,
9.664459,Left,
9.804165,Right,
9.869468,Left,
9.975513,Right,
10.07648,Left,
10.19869,Right,
10.26866,Left,
10.38782,Right,
10.46991,Left,
10.59935,Right,
10.69102,Left,
10.81585,Right,
10.90183,Left,
11.00095,Right,
11.10666,Left,
11.22309,Right,
11.30298,Left,
11.43832,Right,
11.50659,Left,
11.63788,Right,
11.72986,Left,
11.85959,Right,
11.92525,Left,
12.05958,Right,
12.1328,Left,
12.26838,Right,
12.33381,Left,
12.49905,Right,
12.56303,Left,
12.65725,Right,
12.7557,Left,
12.87876,Right,
12.97136,Left,
13.09151,Right,
13.16083,Left,
13.28284,Right,
13.35495,Left,
13.47825,Right,
13.56511,Left,
13.68986,Right,
13.75147,Left,
13.88016,Right,
13.94946,Left,
14.0722,Right,
14.16147,Left,
14.29934,Right,
14.36883,Left,
14.50446,Right,
14.56993,Left,
14.77746,Left,
14.77746,Right,
14.92203,Right,
14.98745,Left,
15.12972,Right,
15.186,Left,
15.30538,Right,
15.3874,Left,
16.61599,Left,

time,foot
0.8331628,Left,
0.9510568,Right,
1.059211,Left,
1.171408,Right,
1.262494,Left,
1.422516,Right,
1.446138,Left,
1.630933,Right,
1.744284,Left,
1.877289,Right,
1.952107,Left,
2.131576,Right,
2.177119,Left,
2.333738,Right,
2.386695,Left,
2.55711,Right,
2.582878,Left,
2.729002,Right,
2.876896,Left,
2.944141,Right,
3.039163,Left,
3.169498,Right,
3.261624,Left,
3.39274,Right,
3.465488,Left,
3.619383,Right,
3.677932,Left,
3.847471,Right,
3.902273,Left,
4.048712,Right,
4.136479,Left,
4.264287,Right,
4.356083,Left,
4.518259,Right,
4.612751,Left,
4.746067,Right,
4.838526,Left,
4.978898,Right,
5.064714,Left,
5.227678,Right,
5.255212,Left,
5.435436,Right,
5.494573,Left,
5.619685,Right,
5.706412,Left,
5.852301,Right,
5.909508,Left,
6.059669,Right,
6.116585,Left,
6.318786,Right,
6.347201,Left,
6.501211,Right,
6.566202,Left,
6.715644,Right,
6.777423,Left,
6.926568,Right,
6.984152,Left,
7.123755,Right,
7.17998,Left,
7.31746,Right,
7.376665,Left,
7.545305,Right,
7.599991,Left,
7.760009,Right,
7.789962,Left,
7.966371,Right,
8.017255,Left,
8.186369,Right,
8.232954,Left,
8.39846,Right,
8.456067,Left,
8.625385,Right,
8.686082,Left,
8.846643,Right,
8.911241,Left,
9.070428,Right,
9.196061,Left,
9.266957,Right,
9.308655,Left,
9.463963,Right,
9.544285,Left,
9.68596,Right,
9.724147,Left,
9.910219,Right,
9.94637,Left,
10.0984,Right,
10.13449,Left,
10.33415,Right,
10.37125,Left,
10.53334,Right,
10.56882,Left,
10.73689,Right,
10.82003,Left,
10.94431,Right,
11.01545,Left,
11.21395,Right,
11.28375,Left,
11.47627,Right,
11.51225,Left,
11.62974,Right,
11.7078,Left,
11.89114,Right,
11.9151,Left,
12.08822,Right,
12.15445,Left,
12.33847,Right,
12.37283,Left,
12.55773,Right,
12.62945,Left,
12.74964,Right,
12.81691,Left,
12.97594,Right,
13.05807,Left,
13.21379,Right,
13.24322,Left,
13.39925,Right,
13.46835,Left,
13.61557,Right,
13.69516,Left,
13.85466,Right,
13.91545,Left,
14.06614,Right,
14.12543,Left,
14.27841,Right,
14.36059,Left,
14.48725,Right,
14.58006,Left,
14.73637,Right,
14.76832,Left,
14.95499,Right,
14.98488,Left,
15.18305,Right,
15.24315,Left,
15.40199,Right,
15.4609,Left,
15.61595,Right,
15.68166,Left,
15.87146,Right,
15.90264,Left,
16.06492,Right,
16.13632,Left,
16.28502,Right,
16.3644,Left,
16.55152,Right,
16.60861,Left,
16.77514,Right,
16.83381,Left,
17.00671,Right,
17.06162,Left,
17.22248,Right,
17.27506,Left,
17.43396,Right,
17.48147,Left,

time,foot
0.3587201,Left,
0.867213,Right,
1.228092,Left,
1.5717,Right,
1.683689,Left,
1.887613,Right,
1.966059,Left,
2.184955,Right,
2.232761,Left,
2.419712,Right,
2.475917,Left,
2.653573,Right,
2.699719,Left,
2.858666,Right,
2.928908,Left,
3.09652,Right,
3.173029,Left,
3.369885,Right,
3.386146,Left,
3.585905,Right,
3.663846,Left,
3.83461,Right,
3.878722,Left,
4.09268,Right,
4.168564,Left,
4.31834,Right,
4.394962,Left,
4.69528,Left,
4.69528,Right,
4.880222,Right,
4.924973,Left,
5.122841,Right,
5.232502,Left,
5.385313,Right,
5.492393,Left,
5.65874,Right,
5.756033,Left,
5.925084,Right,
5.98269,Left,
6.215776,Right,
6.232455,Left,
6.484419,Right,
6.500985,Left,
6.697902,Right,
6.77127,Left,
6.999309,Right,
7.016145,Left,
7.183001,Right,
7.29285,Left,
7.467588,Right,
7.548296,Left,
7.735698,Right,
7.816721,Left,
8.015594,Right,
8.062017,Left,
8.255535,Right,
8.331728,Left,
8.553,Right,
8.630217,Left,
8.808963,Right,
8.932431,Left,
9.107167,Right,
9.188069,Left,
9.380279,Right,
9.463384,Left,
9.653016,Right,
9.707048,Left,
9.924403,Right,
9.983445,Left,
10.17546,Right,
10.25021,Left,
10.45555,Right,
10.54117,Left,
10.75348,Right,
10.81286,Left,
11.06377,Left,
11.06377,Right,
11.34647,Left,
11.34647,Right,
11.58461,Left,
11.60127,Right,
11.74481,Right,
11.78314,Left,
12.00341,Left,
12.03123,Right,
12.20919,Left,
12.22576,Right,
12.36798,Right,
12.40673,Left,
12.60628,Right,
12.62404,Left,
12.78099,Left,
12.78099,Right,
12.94497,Left,
12.96154,Right,
13.15063,Left,
13.1672,Right,
13.34807,Left,
13.36463,Right,
13.52075,Left,
13.53738,Right,
13.63162,Left,
13.69988,Right,
13.85115,Left,
13.88103,Right,
14.04996,Left,
14.06653,Right,
14.22877,Left,
14.24581,Right,
14.40643,Left,
14.42298,Right,
14.60166,Left,
14.61822,Right,
16.60119,Left,
16.68435,Right,
16.81055,Left,
16.95149,Right,
17.02449,Left,
17.20649,Right,
17.26408,Left,
17.44047,Right,
17.49949,Left,
17.70793,Right,
17.74939,Left,
17.96527,Right,
18.03012,Left,
18.22551,Right,
18.34917,Left,
18.57537,Right,
18.66594,Left,
18.83221,Right,
18.91931,Left,
19.07215,Right,
19.17836,Left,
19.39393,Right,
19.44337,Left,
19.646,Right,
19.72268,Left,
19.97703,Right,
20.05233,Left,
20.26689,Right,

time,foot
1.054517,Right,
2.752779,Right,
3.328947,Left,
4.555111,Right,
6.238149,Left,
7.667938,Right,
8.512824,Left,
9.1064,Right,
9.760617,Left,
10.22465,Right,
10.79295,Left,
11.33578,Right,
11.85026,Left,
12.35907,Right,
12.86171,Left,
13.36116,Right,
13.92945,Left,
14.51839,Right,
15.03157,Left,
15.56495,Right,
16.11767,Left,
16.68461,Right,
17.21288,Left,
17.72513,Right,
18.21748,Left,
18.79541,Right,
19.30165,Left,
19.8686,Right,
20.36034,Left,
20.92759,Right,
21.44163,Left,
22.0221,Right,
22.58229,Left,
23.12506,Right,
23.69508,Left,
24.27246,Right,
24.79431,Left,
25.39894,Right,
25.93302,Left,
26.44652,Right,
26.99699,Left,
27.50837,Right,
28.04478,Left,
28.60823,Right,
29.14727,Left,
29.75639,Right,
30.25897,Left,
30.79423,Right,
31.35413,Left,
31.85008,Right,
32.40456,Left,
32.95624,Right,
33.47398,Left,
34.02335,Right,
34.49717,Left,
34.76274,Right,
34.92671,Left,
35.23342,Right,
35.44882,Left,
35.72014,Right,
35.96069,Left,
36.25629,Right,
36.44236,Left,
36.73726,Right,
36.98427,Left,
37.52225,Right,
37.83294,Left,
38.30346,Right,
38.82109,Left,
39.43556,Right,
40.0231,Left,
40.57138,Right,
41.12355,Left,
41.74173,Right,
42.28472,Left,
42.81717,Right,
43.31746,Left,
43.8478,Right,
44.44185,Left,
45.01027,Right,
45.57741,Left,
46.09018,Right,
46.67361,Left,
47.23365,Right,
47.76869,Left,
48.3313,Right,
48.87219,Left,
49.42491,Right,
49.94933,Left,
50.52541,Right,
51.0827,Left,
51.64145,Right,
52.22453,Left,
52.80341,Right,
53.33314,Left,
53.98716,Right,
54.49119,Left,
55.08836,Right,
55.55288,Left,
56.06304,Right,
56.55529,Left,
57.14594,Right,
57.62514,Left,
58.19553,Right,
58.73088,Left,
59.31874,Right,
59.854,Left,
60.4142,Right,
60.97414,Left,

time,foot
0.1277015,Right,
1.018887,Left,
1.624264,Right,
2.150889,Left,
2.687376,Right,
3.196789,Left,
3.707251,Right,
4.227086,Left,
4.788015,Right,
5.339881,Left,
5.893962,Right,
6.437746,Left,
6.936422,Right,
7.477882,Left,
8.039787,Right,
8.61075,Left,
9.118772,Right,
9.688615,Left,
10.25561,Right,
10.83073,Left,
11.41922,Right,
11.91803,Left,
12.51645,Right,
13.04914,Left,
13.64327,Right,
14.22908,Left,
14.81566,Right,
15.38595,Left,
16.01075,Right,
16.6627,Left,
17.20227,Right,
17.77264,Left,
18.38119,Right,
18.8828,Left,
19.45296,Right,
19.9877,Left,
20.62506,Right,
21.14056,Left,
21.68557,Right,
22.20976,Left,
22.73558,Right,
23.28835,Left,
23.83403,Right,
24.34276,Left,
24.89942,Right,
25.40885,Left,
25.99087,Right,
26.49348,Left,
27.01288,Right,
27.52877,Left,
28.15259,Right,
28.64284,Left,
29.22681,Right,
29.70846,Left,
30.31156,Right,
30.82767,Left,
31.36587,Right,
31.86184,Left,
32.47604,Right,
32.94068,Left,
33.51415,Right,
34.00786,Left,
34.55564,Right,
35.07509,Left,
35.6207,Right,
36.11055,Left,
36.70681,Right,
37.14021,Left,
37.72661,Right,
38.16134,Left,
38.71173,Right,
39.27604,Left,
39.83808,Right,
40.31766,Left,
40.84194,Right,
41.37525,Left,
41.90939,Right,
42.43372,Left,
42.97223,Right,
43.48743,Left,
44.03904,Right,
44.54148,Left,
45.08647,Right,
45.61502,Left,
46.12168,Right,
46.65392,Left,
47.16325,Right,
47.70545,Left,
48.21391,Right,
48.75303,Left,
49.33037,Right,
49.79409,Left,
50.37481,Right,
50.86199,Left,
51.38013,Right,
51.89317,Left,
52.4424,Right,
52.92633,Left,
53.51767,Right,
53.99398,Left,
54.69094,Right,
55.27796,Left,
55.90279,Right,
56.3721,Left,
56.93709,Right,
57.41814,Left,
57.96614,Right,
58.48129,Left,
59.03613,Right,
59.54326,Left,
60.15191,Right,

time,foot
0.1721445,Right,
0.7457473,Left,
1.234416,Right,
1.765959,Left,
2.283238,Right,
2.846268,Left,
3.369922,Right,
3.942659,Left,
4.455808,Right,
5.039623,Left,
5.571185,Right,
6.179621,Left,
6.725155,Right,
7.270018,Left,
7.830771,Right,
8.366103,Left,
8.912872,Right,
9.452635,Left,
10.00023,Right,
10.56884,Left,
11.13983,Right,
11.66907,Left,
12.21894,Right,
12.7534,Left,
13.31891,Right,
13.88137,Left,
14.44573,Right,
14.98997,Left,
15.5378,Right,
16.07167,Left,
16.60587,Right,
17.14981,Left,
17.66922,Right,
18.20704,Left,
18.77664,Right,
19.29505,Left,
19.86323,Right,
20.40477,Left,
20.92672,Right,
21.44641,Left,
22.01604,Right,
22.53749,Left,
23.11342,Right,
23.63086,Left,
24.19342,Right,
24.73369,Left,
25.27394,Right,
25.81035,Left,
26.39018,Right,
26.88768,Left,
27.44781,Right,
28.00035,Left,
28.54517,Right,
29.09258,Left,
29.66208,Right,
30.2414,Left,
30.78285,Right,
31.34201,Left,
31.89676,Right,
32.43881,Left,
32.95866,Right,
33.50232,Left,
34.02539,Right,
34.57204,Left,
35.08981,Right,
35.61978,Left,
36.16337,Right,
36.69966,Left,
37.23868,Right,
37.77929,Left,
38.29465,Right,
38.8254,Left,
39.38111,Right,
39.89219,Left,
40.47019,Right,
40.98756,Left,
41.54196,Right,
42.09225,Left,
42.67547,Right,
43.17297,Left,
43.70655,Right,
44.24597,Left,
44.77711,Right,
45.27691,Left,
45.79736,Right,
46.34827,Left,
46.8999,Right,
47.408,Left,
47.93667,Right,
48.48228,Left,
49.01462,Right,
49.53934,Left,
50.08442,Right,
50.62311,Left,
51.16005,Right,
51.67204,Left,
52.21889,Right,
52.71845,Left,
53.26385,Right,
53.78825,Left,
54.32327,Right,
54.81817,Left,
55.35381,Right,
55.92473,Left,
56.44683,Right,
57.02518,Left,
57.55482,Right,
58.11622,Left,
58.64922,Right,
59.19099,Left,
59.73931,Right,
60.28067,Left,

time,foot
1.614159,Right,
2.101365,Left,
2.450668,Right,
2.644567,Left,
2.782026,Right,
2.910219,Left,
3.021372,Right,
3.155302,Left,
3.265954,Right,
3.396544,Left,
3.532107,Right,
3.621784,Left,
3.734937,Right,
3.845162,Left,
3.970158,Right,
4.164347,Right,
4.294833,Left,
4.40565,Right,
4.604117,Right,
4.796697,Left,
4.950731,Right,
5.929373,Right,
6.10357,Left,
6.273688,Right,
6.395806,Left,
6.564501,Right,
6.763237,Left,
6.954525,Right,
7.288112,Right,
7.405051,Left,
7.536037,Right,
7.678268,Left,
7.858277,Right,
8.01218,Left,
8.195556,Right,
9.429605,Right,
9.854427,Left,
10.18746,Right,
10.44581,Left,
10.71142,Right,
10.96321,Left,
11.1938,Right,
11.42935,Left,
11.62963,Right,
13.82808,Right,
14.14354,Left,
14.50219,Right,
14.84533,Left,
15.17991,Right,
15.50098,Left,
15.80665,Right,
16.1181,Left,
16.41768,Right,
16.70811,Left,
17.01641,Right,
17.32738,Left,
17.59406,Right,
17.94416,Left,
18.26667,Right,
18.57911,Left,
18.88069,Right,
19.19786,Left,
19.55202,Right,
19.87633,Left,
20.19048,Right,
20.50945,Left,
20.86798,Right,
21.16504,Left,
21.51219,Right,
21.80605,Left,
22.06705,Right,
22.28433,Left,
22.47614,Right,
22.66419,Left,
22.85414,Right,
23.02871,Left,
23.19715,Right,
23.40946,Left,
23.60706,Right,
23.82628,Left,
23.98327,Right,
24.16559,Left,
24.34588,Right,
24.54806,Left,
24.75685,Right,
24.91019,Left,
25.11153,Right,
25.33875,Left,
25.48399,Right,
25.71171,Left,
25.90535,Right,
26.06698,Left,
26.26178,Right,
26.47133,Left,
26.65787,Right,
26.79227,Left,
27.03165,Right,
27.23915,Left,
27.44197,Right,
27.6379,Left,
27.84365,Right,
28.09348,Left,
28.32354,Right,
28.52869,Left,
28.72946,Right,
28.90908,Left,
29.09406,Right,
29.2333,Left,
29.44222,Right,
29.62142,Left,
29.85773,Right,
30.08019,Left,
30.28883,Right,
30.50835,Left,
30.73141,Right,
30.98191,Left,
31.22473,Right,
31.48269,Left,
31.70711,Right,
31.93807,Left,
32.18036,Right,
32.74538,Left,
35.14308,Right,
35.56194,Left,
35.93272,Right,
36.41014,Left,
36.81259,Right,
37.3047,Left,

time,foot
16.21123,Left,
16.30477,Right,
16.45054,Left,
16.5499,Right,
16.6448,Left,
16.72527,Right,
16.83106,Left,
16.91598,Right,
17.02167,Left,
17.10364,Right,
17.18178,Left,
17.30739,Right,
17.32939,Left,
17.46967,Right,
17.49519,Left,
17.6075,Right,
17.68769,Left,
17.81406,Right,
17.86856,Left,
17.99479,Right,
18.10223,Left,
18.18579,Right,
18.26952,Left,
18.38274,Right,
18.4401,Left,
18.58157,Right,
18.63691,Left,
18.75081,Right,
18.82859,Left,
18.94983,Right,
19.00392,Left,
19.16724,Right,
19.22568,Left,
19.33979,Right,
19.42327,Left,
19.50087,Right,
19.6097,Left,
19.68989,Right,
19.78684,Left,
19.89025,Right,
19.97179,Left,
20.10122,Right,
20.17995,Left,
20.28163,Right,
20.39222,Left,
20.45041,Right,
20.53872,Left,
21.02066,Left,
21.12532,Right,
21.17712,Left,
21.28946,Right,
21.31985,Left,
21.4295,Left,
21.4295,Right,
21.57628,Right,
21.69249,Left,
21.7426,Right,
21.86077,Left,
21.94155,Right,
21.99332,Left,
22.07692,Left,
22.07692,Right,
22.18915,Left,
22.2163,Right,
22.30896,Left,
22.37139,Right,
22.43641,Left,
22.50185,Right,
22.53252,Left,
22.68693,Left,
22.74355,Left,
22.77429,Right,
22.9167,Right,
23.00942,Left,
23.0655,Right,
23.12978,Left,
23.15897,Right,
23.25303,Left,
23.31771,Right,
23.35828,Left,
23.42159,Right,
23.45909,Left,
23.55867,Right,
23.65955,Left,
23.69039,Right,
23.74943,Left,
23.81624,Right,
23.87709,Left,
23.94659,Right,
24.01299,Left,
24.0767,Right,
24.14088,Left,
24.22703,Right,
24.29219,Left,
24.38466,Right,
24.45307,Left,
24.54688,Right,
24.58194,Left,
24.73355,Left,
24.73355,Right,
24.89144,Left,
24.89144,Right,
25.04556,Left,
25.07867,Right,
25.20339,Left,
25.26986,Right,
25.38823,Left,
25.47342,Right,
25.53308,Left,
25.67457,Right,
25.70568,Left,
25.82442,Left,
25.85715,Right,
26.00973,Left,
26.06958,Right,
26.15068,Left,
26.25515,Right,
26.33278,Left,
26.46726,Left,
26.46726,Right,
26.63251,Left,
26.63251,Right,
26.75246,Left,
26.80625,Right,
26.87209,Left,
26.93547,Right,
26.98946,Left,
27.06869,Right,
27.09718,Left,
27.3084,Left,
27.35534,Right,
27.40175,Left,
27.48056,Right,
27.52931,Left,
27.6018,Right,
27.65269,Left,

time,foot
0.1041624,Right,
0.1249948,Left,
0.2597398,Left,
0.2820607,Right,
0.3803547,Left,
0.5446957,Left,
0.592492,Right,
0.6646928,Left,
0.7599499,Right,
0.8050555,Left,
0.933621,Right,
1.061477,Left,
1.110426,Right,
1.168105,Left,
1.251191,Right,
1.27979,Left,
1.393326,Right,
1.416616,Left,
1.502464,Left,
1.611989,Left,
1.664793,Right,
1.71947,Left,
1.805416,Right,
1.836075,Left,
1.941691,Left,
1.966265,Right,
2.05222,Left,
2.103321,Right,
2.16168,Left,
2.245371,Right,
2.272255,Left,
2.365373,Left,
2.365373,Right,
2.479341,Left,
2.533672,Right,
2.59197,Left,
2.679423,Right,
2.799849,Left,
2.799849,Right,
2.887506,Left,
2.944128,Right,
3.002501,Left,
3.057212,Right,
3.110979,Left,
3.201336,Right,
3.230148,Left,
3.322123,Left,
3.350431,Right,
3.463153,Left,
3.493112,Right,
3.550072,Left,
3.636906,Right,
3.694964,Left,
3.802723,Left,
3.802723,Right,
3.907456,Left,
3.962555,Right,
3.991512,Left,
4.099224,Left,
4.099224,Right,
4.255875,Right,
4.391684,Left,
4.42167,Right,
4.530525,Left,
4.560472,Right,
4.648952,Left,
4.701974,Right,
4.787417,Left,
4.868353,Right,
4.895386,Left,
5.060428,Right,
5.152422,Left,
5.179679,Right,
5.295931,Left,
5.3248,Right,
5.436584,Left,
5.468746,Right,
5.589868,Left,
5.619853,Right,
5.710821,Left,
5.771404,Right,
5.861504,Left,
5.949896,Right,
6.011285,Left,
6.099738,Right,
6.130433,Left,
6.247923,Left,
6.247923,Right,
6.405521,Left,
6.439406,Right,
6.50401,Left,
6.623625,Right,
6.678916,Left,
6.753551,Right,
6.816775,Left,
6.905135,Left,
6.905135,Right,
7.026823,Left,
7.053993,Right,
7.177845,Left,
7.208208,Right,
7.384611,Right,
7.41481,Left,
7.534813,Left,
7.565183,Right,
7.719486,Right,
7.815217,Left,
7.900102,Right,
7.93112,Left,
8.082179,Right,
8.111975,Left,
8.242859,Left,
8.271686,Right,
8.444023,Left,
8.500895,Right,
8.560919,Left,
8.649466,Right,
8.709956,Left,
8.801072,Right,
8.857924,Left,
8.947492,Right,
8.978285,Left,
9.114153,Left,
9.141721,Right,
9.276472,Left,
9.331971,Right,
9.464832,Left,
9.485047,Right,
9.636865,Left,
9.774238,Left,
9.833566,Right,
9.939353,Left,
10.00534,Right,
10.11019,Left,
10.13571,Right,
10.25273,Left,
10.32942,Right,
10.43275,Left,
10.48215,Right,
10.58891,Left,
10.6784,Right,
10.78845,Left,
10.85971,Right,
10.95806,Left,
11.03219,Right,
11.10653,Left,
11.19891,Right,
11.2764,Left,

time,foot
0.1842192,Right,
0.8060974,Left,
1.464788,Right,
2.017053,Left,
2.595407,Right,
3.200272,Left,
3.753488,Right,
4.387125,Left,
4.973197,Right,
5.564591,Left,
6.495842,Right,
7.309691,Left,
7.876983,Right,
8.434877,Left,
8.889036,Right,
8.940916,Left,
9.334375,Left,
9.334375,Right,
9.611548,Right,
9.637119,Left,
9.85646,Right,
9.879643,Left,
10.06101,Left,
10.06101,Right,
10.24725,Left,
10.24725,Right,
10.40971,Right,
10.45817,Left,
10.91918,Right,
11.33422,Left,
11.91219,Right,
12.4346,Left,
12.91857,Right,
13.46811,Left,
14.03082,Right,
14.53567,Left,
15.04946,Right,
15.54884,Left,
16.14062,Right,
16.6319,Left,
17.23952,Right,
18.0238,Left,
18.6825,Right,
19.32489,Left,
19.90836,Right,
20.69415,Left,
21.18659,Right,
21.74785,Left,
22.29133,Right,
23.00345,Left,
23.49637,Right,
24.15624,Left,
24.7009,Right,
25.32545,Left,
25.92137,Right,
26.48777,Left,
27.02236,Right,
27.58403,Left,
28.10459,Right,
28.6867,Left,
29.27055,Right,
29.75776,Left,
30.27286,Right,
30.76498,Left,
31.1568,Right,
31.70205,Left,
32.24518,Right,
32.75964,Left,
33.29067,Right,
33.7959,Left,
34.35167,Right,
34.86382,Left,
35.39253,Right,
35.96018,Left,
36.46135,Right,
37.01262,Left,
37.60778,Right,
38.12739,Left,
38.78546,Right,
39.96064,Left,
41.16342,Right,
42.19972,Left,
43.02754,Right,
43.86454,Left,
44.68998,Right,
45.52013,Left,
46.3636,Right,
46.97181,Left,
47.61124,Right,
48.13583,Left,
